agent_number,statistic,season,p_value,slope,conf_low,conf_high,conf_level,intercept,r_squared,sigma,trend_method,n,note,s,var_s,tau,z,alternative,trend_likelihood,period_start,period_end,lat,lon,site
1287,Minimum,Autumn,1.0866766819371898e-4,0.03193298596034163,0.01715115671971565,0.0467148152009676,0.95,11.942641843971629,0.28043447218630196,0.7238641271434896,Linear model,48,NA,NA,NA,NA,NA,NA,NA,1972-03-01,2019-05-31,-35.769,174.364,Whangarei
1287,Minimum,Spring,1.095008776490979e-4,0.03009480387899843,0.01615600389246246,0.0440336038655344,0.95,9.914066193853424,0.2802066522278994,0.6825811015291005,Linear model,48,NA,NA,NA,NA,NA,NA,NA,1972-09-01,2019-11-30,-35.769,174.364,Whangarei
1287,Minimum,Winter,2.234353802984522e-6,0.04136271529888551,0.02636316073999192,0.05636226985777911,0.95,7.028280141843972,0.3883934163206596,0.7345261057727431,Linear model,48,NA,NA,NA,NA,NA,NA,NA,1972-06-01,2019-08-31,-35.769,174.364,Whangarei
1400,Average,Autumn,3.741919769879477e-4,0.02537632074106245,0.01242490931911562,0.03832773216300927,0.95,16.254669030732856,0.2427675678129672,0.6342288205073832,Linear model,48,NA,NA,NA,NA,NA,NA,NA,1972-03-01,2019-05-31,-36.606,174.835,Whangaparaoa
1400,Average,Spring,0.9711013875724624,-2.0444347951952184e-4,-0.0112052924893198,0.01079640553028076,0.95,14.737647754137123,2.8841639505031382e-5,0.5387100497975438,Linear model,48,NA,NA,NA,NA,NA,NA,NA,1972-09-01,2019-11-30,-36.606,174.835,Whangaparaoa
1400,Average,Winter,0.07082417888299498,0.00895209147488773,-5.349369455921963e-4,0.01843911989536766,0.95,12.04039598108748,0.06921145800913321,0.4645784655597446,Linear model,48,NA,NA,NA,NA,NA,NA,NA,1972-06-01,2019-08-31,-36.606,174.835,Whangaparaoa
1400,Maximum,Autumn,0.02144001362335664,0.0176056592849906,0.00311583063327249,0.03209548793670872,0.95,19.563800236406617,0.10975537473750574,0.7095648988156278,Linear model,48,NA,NA,NA,NA,NA,NA,NA,1972-03-01,2019-05-31,-36.606,174.835,Whangaparaoa
1400,Maximum,Spring,0.00478002248317351,0.01771602257924433,0.00600646472382318,0.02942558043466548,0.95,17.377068557919632,0.1604799808674913,0.5734154236442578,Linear model,48,NA,NA,NA,NA,NA,NA,NA,1972-09-01,2019-11-30,-36.606,174.835,Whangaparaoa
1400,Maximum,Winter,0.00217977791764854,0.01512338978144446,0.00599451330143049,0.02425226626145843,0.95,14.414893617021283,0.18645832730410936,0.44703981472364834,Linear model,48,NA,NA,NA,NA,NA,NA,NA,1972-06-01,2019-08-31,-36.606,174.835,Whangaparaoa
1400,Minimum,Autumn,1.0737734591236504e-5,0.03387067592994645,0.02043313680193219,0.0473082150579607,0.95,12.919473995271863,0.3466506699889522,0.6580344268301542,Linear model,48,NA,NA,NA,NA,NA,NA,NA,1972-03-01,2019-05-31,-36.606,174.835,Whangaparaoa
1400,Minimum,Spring,0.00645347230592393,-0.01804168475901002,-0.03043196495079066,-0.00565140456722938,0.95,12.098965721040194,0.15042852519304023,0.6067503020151755,Linear model,48,NA,NA,NA,NA,NA,NA,NA,1972-09-01,2019-11-30,-36.606,174.835,Whangaparaoa
1400,Minimum,Winter,0.6308862904241856,0.00278079316833115,-0.00848680868853125,0.01404839502519355,0.95,9.668676122931442,0.0050606853160847,0.5517728997099866,Linear model,48,NA,NA,NA,NA,NA,NA,NA,1972-06-01,2019-08-31,-36.606,174.835,Whangaparaoa
15752,Average,Autumn,0.7255314278315164,0.00232486611665939,-0.01057518173541274,0.01522491396873154,0.95,11.847901891252958,0.00270504954447719,0.6317135536165898,Linear model,48,NA,NA,NA,NA,NA,NA,NA,1972-03-01,2019-05-31,-45.90129,170.5147,Dunedin
15752,Average,Spring,0.8385885443536248,-0.00122485164278477,-0.01294365455806574,0.0104939512724962,0.95,11.10431442080378,9.11470884216182e-4,0.5738681529429721,Linear model,48,NA,NA,NA,NA,NA,NA,NA,1972-09-01,2019-11-30,-45.90129,170.5147,Dunedin
15752,Average,Winter,0.0869621474572606,0.00927232595165725,-0.00111845383266449,0.019663105735979,0.95,7.1207446808510655,0.06235319705721649,0.5088350444643456,Linear model,48,NA,NA,NA,NA,NA,NA,NA,1972-06-01,2019-08-31,-45.90129,170.5147,Dunedin
15752,Maximum,Autumn,0.717226873579671,0.00287306411926456,-0.01257988465459054,0.01832601289311968,0.95,15.449054373522474,0.00287842138268341,0.7567287575773672,Linear model,48,NA,NA,NA,NA,NA,NA,NA,1972-03-01,2019-05-31,-45.90129,170.5147,Dunedin
15752,Maximum,Spring,0.8610750871005037,-0.00129722101606612,-0.01574418532727281,0.01314974329514055,0.95,14.943587470449186,6.728539206935025e-4,0.7074658380076045,Linear model,48,NA,NA,NA,NA,NA,NA,NA,1972-09-01,2019-11-30,-45.90129,170.5147,Dunedin
15752,Maximum,Winter,0.0463918514681309,0.01204226371399621,5.122172625295143e-4,0.02357231016546292,0.95,10.59940898345154,0.08348916317800484,0.5646247750972797,Linear model,48,NA,NA,NA,NA,NA,NA,NA,1972-06-01,2019-08-31,-45.90129,170.5147,Dunedin
15752,Minimum,Autumn,0.7202297910132621,0.00234295845997977,-0.01040028476603486,0.01508620168599442,0.95,8.229403073286049,0.00281503180650082,0.6240348528329802,Linear model,48,NA,NA,NA,NA,NA,NA,NA,1972-03-01,2019-05-31,-45.90129,170.5147,Dunedin
15752,Minimum,Spring,0.7903862369728779,-0.00172962802142134,-0.01440914042430551,0.01094988438146282,0.95,7.282653664302603,0.0015515447968586,0.6209139632660322,Linear model,48,NA,NA,NA,NA,NA,NA,NA,1972-09-01,2019-11-30,-45.90129,170.5147,Dunedin
15752,Minimum,Winter,0.297814610844699,0.00610254740193946,-0.005255583806701,0.01746067861057993,0.95,3.658126477541374,0.02353973058454489,0.5562061095068899,Linear model,48,NA,NA,NA,NA,NA,NA,NA,1972-06-01,2019-08-31,-45.90129,170.5147,Dunedin
1615,Average,Autumn,0.00144946083592507,0.02329208279056296,0.00981983366046965,0.03676433192065627,0.95,15.258510638297878,0.19975503703541167,0.6597341708164429,Linear model,48,NA,NA,NA,NA,NA,NA,NA,1972-03-01,2019-05-31,-37.673,176.196,Tauranga
1615,Average,Spring,0.01488019688436973,0.01497503256621777,0.00337579220454039,0.02657427292789514,0.95,13.858806146572125,0.12218497773989716,0.5680131912806189,Linear model,48,NA,NA,NA,NA,NA,NA,NA,1972-09-01,2019-11-30,-37.673,176.196,Tauranga
1615,Average,Winter,6.762601024452336e-4,0.01921768707482987,0.00888671556514188,0.02954865858451787,0.95,10.277777777777782,0.22418895621948132,0.5059062415530836,Linear model,48,NA,NA,NA,NA,NA,NA,NA,1972-06-01,2019-08-31,-37.673,176.196,Tauranga
1615,Maximum,Autumn,3.721256675584049e-4,0.02327941815023883,0.01140377248212842,0.03515506381834923,0.95,19.55951536643026,0.2429397475644967,0.5815487207893132,Linear model,48,NA,NA,NA,NA,NA,NA,NA,1972-03-01,2019-05-31,-37.673,176.196,Tauranga
1615,Maximum,Spring,7.074838329937695e-4,0.01930995802576335,0.00888648935975083,0.02973342669177587,0.95,17.94287825059103,0.22275777280022452,0.510435814465622,Linear model,48,NA,NA,NA,NA,NA,NA,NA,1972-09-01,2019-11-30,-37.673,176.196,Tauranga
1615,Maximum,Winter,7.688439600246551e-5,0.01900419742365021,0.01042549412910781,0.02758290071819261,0.95,14.489952718676133,0.29069005366031514,0.4200979101598618,Linear model,48,NA,NA,NA,NA,NA,NA,NA,1972-06-01,2019-08-31,-37.673,176.196,Tauranga
1615,Minimum,Autumn,0.00782851321644195,0.02346757852077,0.0069283241016352,0.04000683293990479,0.95,10.967405437352248,0.14393028554356332,0.8099249943171523,Linear model,48,NA,NA,NA,NA,NA,NA,NA,1972-03-01,2019-05-31,-37.673,176.196,Tauranga
1615,Minimum,Spring,0.15767468561870826,0.01120820668693004,-0.00408609704703442,0.0265025104208945,0.95,9.762204491725774,0.04292375695472468,0.7489599319836798,Linear model,48,NA,NA,NA,NA,NA,NA,NA,1972-09-01,2019-11-30,-37.673,176.196,Tauranga
1615,Minimum,Winter,0.006214880256695,0.02005355333622811,0.00634934814560425,0.03375775852685198,0.95,6.062854609929078,0.1516932460243769,0.6710930269199981,Linear model,48,NA,NA,NA,NA,NA,NA,NA,1972-06-01,2019-08-31,-37.673,176.196,Tauranga
1770,Average,Autumn,0.16183155625755735,0.0107323780576059,-0.00406237806455493,0.02552713417976674,0.95,13.223167848699774,0.04209561101278848,0.7244971547388297,Linear model,48,NA,NA,NA,NA,NA,NA,NA,1972-03-01,2019-05-31,-38.10595,176.31485,Rotorua
1770,Average,Spring,0.5339720514002678,-0.00405449413808075,-0.016735227294769,0.0086262390186075,0.95,12.191696217494089,0.00846507852597052,0.620973743410456,Linear model,48,NA,NA,NA,NA,NA,NA,NA,1972-09-01,2019-11-30,-38.10595,176.31485,Rotorua
1770,Average,Winter,0.07370435773093473,0.0097246345346649,-6.895107806307171e-4,0.02013877984996053,0.95,7.988829787234044,0.06787528770928494,0.5099792512744987,Linear model,48,NA,NA,NA,NA,NA,NA,NA,1972-06-01,2019-08-31,-38.10595,176.31485,Rotorua
1770,Maximum,Autumn,0.15301177205519131,0.00932298451295397,-0.00325286331698501,0.02189883234289295,0.95,17.919503546099303,0.04388188501901296,0.6158375235109015,Linear model,48,NA,NA,NA,NA,NA,NA,NA,1972-03-01,2019-05-31,-38.10595,176.31485,Rotorua
1770,Maximum,Spring,0.7009439856435036,-0.00227420755536249,-0.01380828579064563,0.00925987067992064,0.95,16.681412529550823,0.00323612323124369,0.5648222109914176,Linear model,48,NA,NA,NA,NA,NA,NA,NA,1972-09-01,2019-11-30,-38.10595,176.31485,Rotorua
1770,Maximum,Winter,0.1419427698151021,0.00677377333912284,-0.00211127460953683,0.01565882128778253,0.95,12.340986997635936,0.04629094284542628,0.4350995653709928,Linear model,48,NA,NA,NA,NA,NA,NA,NA,1972-06-01,2019-08-31,-38.10595,176.31485,Rotorua
1770,Minimum,Autumn,0.2220007851552252,0.0117889709075119,-0.0068751031443306,0.03045304495935441,0.95,8.537559101654852,0.03224358359820687,0.9139771169421452,Linear model,48,NA,NA,NA,NA,NA,NA,NA,1972-03-01,2019-05-31,-38.10595,176.31485,Rotorua
1770,Minimum,Spring,0.4656686397544987,-0.0059270516717325,-0.02171792062530505,0.00986381728184004,0.95,7.700768321513002,0.01162850622101152,0.7732766618964789,Linear model,48,NA,NA,NA,NA,NA,NA,NA,1972-09-01,2019-11-30,-38.10595,176.31485,Rotorua
1770,Minimum,Winter,0.0903744769946419,0.01242401215805468,-0.00165324812487992,0.02650127244098929,0.95,3.647695035460995,0.06107410631551783,0.689361483034332,Linear model,48,NA,NA,NA,NA,NA,NA,NA,1972-06-01,2019-08-31,-38.10595,176.31485,Rotorua
1858,Average,Autumn,0.18637161067047983,0.01119011434360977,-0.00515996679145625,0.02754019547867579,0.95,12.143203309692671,0.03764463131813583,0.800661204841425,Linear model,48,NA,NA,NA,NA,NA,NA,NA,1972-03-01,2019-05-31,-38.74263,176.08104,Taupo
1858,Average,Spring,0.9542367733810988,-3.9622231871476953e-4,-0.01385495515470021,0.01306251051727067,0.95,11.27290189125296,7.237297810604168e-5,0.6590722797691759,Linear model,48,NA,NA,NA,NA,NA,NA,NA,1972-09-01,2019-11-30,-38.74263,176.08104,Taupo
1858,Average,Winter,0.06031779374990517,0.01034701114488348,-1.8332285518627388e-4,0.02087734514495323,0.95,6.920803782505911,0.07461185268586788,0.5156689950483495,Linear model,48,NA,NA,NA,NA,NA,NA,NA,1972-06-01,2019-08-31,-38.74263,176.08104,Taupo
1858,Maximum,Autumn,0.7613523488900724,0.0023194384136634,-0.01256041328453607,0.01719929011186289,0.95,17.459840425531905,0.00202500684167554,0.7286642732916331,Linear model,48,NA,NA,NA,NA,NA,NA,NA,1972-03-01,2019-05-31,-38.74263,176.08104,Taupo
1858,Maximum,Spring,0.23926483752588493,-0.0084057027066145509,-0.02222362842830244,0.00541222301507333,0.95,16.425384160756497,0.02997663564813493,0.6766619055490863,Linear model,48,NA,NA,NA,NA,NA,NA,NA,1972-09-01,2019-11-30,-38.74263,176.08104,Taupo
1858,Maximum,Winter,0.38400556639458994,0.00353705311911997,-0.0043503414669531,0.01142444770519305,0.95,11.529314420803784,0.01651662847366565,0.3862446186154357,Linear model,48,NA,NA,NA,NA,NA,NA,NA,1972-06-01,2019-08-31,-38.74263,176.08104,Taupo
1858,Minimum,Autumn,0.05076393082681262,0.01994499927630629,4.571647165969861e-4,0.0394328338360156,0.95,6.843291962174938,0.08043782702020041,0.9543165547272504,Linear model,48,NA,NA,NA,NA,NA,NA,NA,1972-03-01,2019-05-31,-38.74263,176.08104,Taupo
1858,Minimum,Spring,0.4520954535543454,0.00610254740193948,-0.00966905960518419,0.02187415440906316,0.95,6.169237588652484,0.01234845229307047,0.7723334070512009,Linear model,48,NA,NA,NA,NA,NA,NA,NA,1972-09-01,2019-11-30,-38.74263,176.08104,Taupo
1858,Minimum,Winter,0.03680612875022178,0.01664133738601821,0.00147432855803768,0.03180834621399874,0.95,2.325620567375889,0.09135057369097392,0.7427263180980163,Linear model,48,NA,NA,NA,NA,NA,NA,NA,1972-06-01,2019-08-31,-38.74263,176.08104,Taupo
1962,Average,Autumn,0.00211441647036495,0.02176870748299314,0.00867157044968414,0.03486584451630213,0.95,15.91111111111112,0.18745545167618513,0.6413649834784189,Linear model,48,NA,NA,NA,NA,NA,NA,NA,1972-03-01,2019-05-31,-37.00813,174.78873,Auckland
1962,Average,Spring,0.04552008320157579,0.01167860761325801,5.434939455463521e-4,0.02281372128096967,0.95,14.284013002364071,0.08413250510875578,0.5452849714681394,Linear model,48,NA,NA,NA,NA,NA,NA,NA,1972-09-01,2019-11-30,-37.00813,174.78873,Auckland
1962,Average,Winter,1.4994163389969934e-4,0.02127297727601677,0.0111846432979025,0.03136131125413104,0.95,10.912145390070924,0.27077908502966813,0.4940243152944475,Linear model,48,NA,NA,NA,NA,NA,NA,NA,1972-06-01,2019-08-31,-37.00813,174.78873,Auckland
1962,Maximum,Autumn,2.820455361524794e-4,0.02602583586626143,0.01305165903404118,0.03900001269848168,0.95,19.45611702127659,0.25151816789604886,0.6353436394900936,Linear model,48,NA,NA,NA,NA,NA,NA,NA,1972-03-01,2019-05-31,-37.00813,174.78873,Auckland
1962,Maximum,Spring,0.00835521106293673,0.01661058040237359,0.00479849816766378,0.0284226626370834,0.95,17.484013002364076,0.14173481414675249,0.5784360282742147,Linear model,48,NA,NA,NA,NA,NA,NA,NA,1972-09-01,2019-11-30,-37.00813,174.78873,Auckland
1962,Maximum,Winter,4.828114510224385e-6,0.02254667824576629,0.0140121281903609,0.03108122830117169,0.95,14.297606382978737,0.3682203882999412,0.41793573216496105,Linear model,48,NA,NA,NA,NA,NA,NA,NA,1972-06-01,2019-08-31,-37.00813,174.78873,Auckland
1962,Minimum,Autumn,0.02183044660477958,0.01735417571283831,0.00302620894891745,0.03168214247675917,0.95,12.374822695035462,0.10914060676471622,0.7016385446262464,Linear model,48,NA,NA,NA,NA,NA,NA,NA,1972-03-01,2019-05-31,-37.00813,174.78873,Auckland
1962,Minimum,Spring,0.2345731375048083,0.00716999565783759,-0.00449743168334337,0.01883742299901857,0.95,11.069473995271869,0.0305732034159597,0.5713522982069302,Linear model,48,NA,NA,NA,NA,NA,NA,NA,1972-09-01,2019-11-30,-37.00813,174.78873,Auckland
1962,Minimum,Winter,0.00342725679732411,0.020578231292517,0.00750985148835969,0.03364661109667431,0.95,7.529166666666667,0.17154558979851098,0.63995674595652,Linear model,48,NA,NA,NA,NA,NA,NA,NA,1972-06-01,2019-08-31,-37.00813,174.78873,Auckland
2112,Average,Autumn,0.0374327978287634,0.01632833984657681,0.00139489302036283,0.03126178667279079,0.95,14.029816784869988,0.09077640696928184,0.731288819274936,Linear model,48,NA,NA,NA,NA,NA,NA,NA,1972-03-01,2019-05-31,-37.86088,175.33175,Hamilton
2112,Average,Spring,0.6025682083144243,0.00349363149515123,-0.009565742003363,0.01655300499366548,0.95,12.98176713947991,0.0059410062835684304,0.6395157084186767,Linear model,48,NA,NA,NA,NA,NA,NA,NA,1972-09-01,2019-11-30,-37.86088,175.33175,Hamilton
2112,Average,Winter,0.05523166537069017,0.01131314227818773,4.0478106581769493e-05,0.0225858064497937,0.95,9.020744680851076,0.07758504987785968,0.5520208005606544,Linear model,48,NA,NA,NA,NA,NA,NA,NA,1972-06-01,2019-08-31,-37.86088,175.33175,Hamilton
2112,Maximum,Autumn,0.02402145682683908,0.01901867129830648,0.00304754973248163,0.03498979286413133,0.95,19.51182033096927,0.10588212351651131,0.7821036073109711,Linear model,48,NA,NA,NA,NA,NA,NA,NA,1972-03-01,2019-05-31,-37.86088,175.33175,Hamilton
2112,Maximum,Spring,0.4243323805295834,0.00555977710233016,-0.00795833195592865,0.01907788616058898,0.95,17.93392434988181,0.01392929943884835,0.6619799251362908,Linear model,48,NA,NA,NA,NA,NA,NA,NA,1972-09-01,2019-11-30,-37.86088,175.33175,Hamilton
2112,Maximum,Winter,0.00222783633695305,0.01557750759878409,0.00615230178079411,0.02500271341677406,0.95,13.822517730496465,0.1857435758922546,0.4615510212928242,Linear model,48,NA,NA,NA,NA,NA,NA,NA,1972-06-01,2019-08-31,-37.86088,175.33175,Hamilton
2112,Minimum,Autumn,0.1453532848086574,0.01317846287451142,-0.00425884384691728,0.03061576959594014,0.95,8.57157210401892,0.04552736678970672,0.8539024909684167,Linear model,48,NA,NA,NA,NA,NA,NA,NA,1972-03-01,2019-05-31,-37.86088,175.33175,Hamilton
2112,Minimum,Spring,0.9473879889415784,5.210594876248419e-4,-0.01487129272142715,0.01591341169667684,0.95,8.06362293144208,9.56888692659281e-5,0.7537613522058758,Linear model,48,NA,NA,NA,NA,NA,NA,NA,1972-09-01,2019-11-30,-37.86088,175.33175,Hamilton
2112,Minimum,Winter,0.4864324467758724,0.0057443190041974,-0.01030165766832819,0.021790295676723,0.95,4.2530141843971645,0.01058911877202577,0.7857692515010184,Linear model,48,NA,NA,NA,NA,NA,NA,NA,1972-06-01,2019-08-31,-37.86088,175.33175,Hamilton
2250,Average,Autumn,0.6611580730283897,0.00346468374583874,-0.01192776349231168,0.01885713098398917,0.95,13.272754137115845,0.00421324337468503,0.7537660057676419,Linear model,48,NA,NA,NA,NA,NA,NA,NA,1972-03-01,2019-05-31,-38.88784,175.25981,Taumarunui
2250,Average,Spring,0.09407592988464088,-0.01128781299753946,-0.0242285717077681,0.00165294571268917,0.95,12.860579196217492,0.05974274539165569,0.6337071586924566,Linear model,48,NA,NA,NA,NA,NA,NA,NA,1972-09-01,2019-11-30,-38.88784,175.25981,Taumarunui
2250,Average,Winter,0.10650693254972994,0.00945686785352438,-0.00180140874785114,0.02071514445489991,0.95,7.869001182033096,0.05564479424556299,0.5513162432425419,Linear model,48,NA,NA,NA,NA,NA,NA,NA,1972-06-01,2019-08-31,-38.88784,175.25981,Taumarunui
2250,Maximum,Autumn,0.35514679313095343,-0.00766210739615009,-0.02373959817129954,0.00841538337899936,0.95,19.242582742316795,0.01861393399865065,0.7873124927343719,Linear model,48,NA,NA,NA,NA,NA,NA,NA,1972-03-01,2019-05-31,-38.88784,175.25981,Taumarunui
2250,Maximum,Spring,0.02782674842957147,-0.01687111014618614,-0.03142698863899115,-0.00231523165338113,0.95,18.283481087470452,0.1008719414048841,0.7127993503701708,Linear model,48,NA,NA,NA,NA,NA,NA,NA,1972-09-01,2019-11-30,-38.88784,175.25981,Taumarunui
2250,Maximum,Winter,0.2798545386696298,0.00618215371254885,-0.00489828625815785,0.01726259368325555,0.95,12.94367612293144,0.02533718346351189,0.5426076081110097,Linear model,48,NA,NA,NA,NA,NA,NA,NA,1972-06-01,2019-08-31,-38.88784,175.25981,Taumarunui
2250,Minimum,Autumn,0.10661265090798604,0.01506368504848751,-0.00287500516290087,0.03300237525987591,0.95,7.289273049645387,0.05561215601128039,0.8784551709118666,Linear model,48,NA,NA,NA,NA,NA,NA,NA,1972-03-01,2019-05-31,-38.88784,175.25981,Taumarunui
2250,Minimum,Spring,0.410651255711015,-0.0058076422058185,-0.01951667273843576,0.00790138832679875,0.95,7.43534278959811,0.01476603668355774,0.6713293232479667,Linear model,48,NA,NA,NA,NA,NA,NA,NA,1972-09-01,2019-11-30,-38.88784,175.25981,Taumarunui
2250,Minimum,Winter,0.10908673332075831,0.01263931104356635,-0.00252145336590264,0.02780007545303534,0.95,2.8042257683215146,0.05485800572635969,0.7424205297898313,Linear model,48,NA,NA,NA,NA,NA,NA,NA,1972-06-01,2019-08-31,-38.88784,175.25981,Taumarunui
2283,Average,Autumn,0.00857551338871643,0.01838724851642782,0.00526434043213449,0.03151015660072115,0.95,14.2335401891253,0.1408566349045262,0.6426269882697526,Linear model,48,NA,NA,NA,NA,NA,NA,NA,1972-03-01,2019-05-31,-39.0079,174.18382,New Plymouth
2283,Average,Spring,0.47969710336506166,0.00413952815168616,-0.00724611755930736,0.01552517386267968,0.95,12.733303782505914,0.01091834583676785,0.5575534908698708,Linear model,48,NA,NA,NA,NA,NA,NA,NA,1972-09-01,2019-11-30,-39.0079,174.18382,New Plymouth
2283,Average,Winter,0.00150112909289693,0.01563902156607323,0.00656108222956752,0.02471696090257894,0.95,9.779343971631208,0.19861944180591692,0.44454542987285783,Linear model,48,NA,NA,NA,NA,NA,NA,NA,1972-06-01,2019-08-31,-39.0079,174.18382,New Plymouth
2283,Maximum,Autumn,0.00192108988597159,0.02359603415834411,0.00954393004645487,0.03764813827023335,0.95,18.012174940898355,0.1905907533013892,0.6881295888283034,Linear model,48,NA,NA,NA,NA,NA,NA,NA,1972-03-01,2019-05-31,-39.0079,174.18382,New Plymouth
2283,Maximum,Spring,0.12587936995900564,0.0098910840932117609,-0.00254488847808061,0.02232705666450415,0.95,16.023640661938536,0.05017750673854355,0.6089878515006933,Linear model,48,NA,NA,NA,NA,NA,NA,NA,1972-09-01,2019-11-30,-39.0079,174.18382,New Plymouth
2283,Maximum,Winter,3.9056345316622505e-6,0.02145751917788378,0.0134323199455544,0.02948271841021316,0.95,13.178457446808522,0.37383206382622697,0.3929928930241589,Linear model,48,NA,NA,NA,NA,NA,NA,NA,1972-06-01,2019-08-31,-39.0079,174.18382,New Plymouth
2283,Minimum,Autumn,0.0906601939567336,0.01259950788826171,-0.00168966180220647,0.02688867757872989,0.95,10.466312056737586,0.06096931458784525,0.6997386573218145,Linear model,48,NA,NA,NA,NA,NA,NA,NA,1972-03-01,2019-05-31,-39.0079,174.18382,New Plymouth
2283,Minimum,Spring,0.843238673191921,-0.00140215660732385,-0.01522092273107137,0.01241660951642367,0.95,9.43782505910166,8.590523311319216e-4,0.6767030599213528,Linear model,48,NA,NA,NA,NA,NA,NA,NA,1972-09-01,2019-11-30,-39.0079,174.18382,New Plymouth
2283,Minimum,Winter,0.0995375134987946,0.01072333188594583,-0.00177938854791652,0.02322605231980819,0.95,6.344917257683218,0.05787579463140021,0.6122564850704221,Linear model,48,NA,NA,NA,NA,NA,NA,NA,1972-06-01,2019-08-31,-39.0079,174.18382,New Plymouth
2534,Average,Autumn,0.07903893879399923,0.01650564481111603,-0.00150530584889083,0.0345165954711229,0.95,12.272695035460988,0.06553779258405817,0.881993755055597,Linear model,48,NA,NA,NA,NA,NA,NA,NA,1972-03-01,2019-05-31,-40.21,176.109,Dannevirke
